inBedroomShape,center_x1,center_y1,center_z1,size_x1,size_y1,size_z1
http://example.org/virtualhome2kg/instance/shape_state2_cellphone191_relax_on_bed_scene1,-7.117042E0,2.532E-1,-4.995837E0,5.624962E-2,2.0E-2,1.374998E-1
http://example.org/virtualhome2kg/instance/shape_state1_coffeetable114_relax_on_bed_scene1,-7.338001E0,1.219992E-1,-5.52E0,1.280265E0,2.440028E-1,1.280266E0
http://example.org/virtualhome2kg/instance/shape_state2_wineglass200_relax_on_bed_scene1,-7.023126E0,3.407053E-1,-5.904057E0,8.954636E-2,1.902101E-1,8.954637E-2
http://example.org/virtualhome2kg/instance/shape_state1_candle184_relax_on_bed_scene1,-7.72E0,3.195807E-1,-5.142E0,8.275755E-2,1.371618E-1,8.275796E-2
http://example.org/virtualhome2kg/instance/shape_state1_cellphone191_relax_on_bed_scene1,-7.117042E0,2.532E-1,-4.995837E0,5.624962E-2,2.0E-2,1.374998E-1
http://example.org/virtualhome2kg/instance/shape_state1_cellphone205_relax_on_bed_scene1,-7.691E0,2.525E-1,-5.96E0,5.799961E-2,1.443684E-2,1.099997E-1
http://example.org/virtualhome2kg/instance/shape_state1_character1_relax_on_bed_scene1,-8.747812E0,8.612995E-1,-4.871931E0,1.366457E0,1.873593E0,5.127792E-1
http://example.org/virtualhome2kg/instance/shape_state1_orchid185_relax_on_bed_scene1,-7.365001E0,3.469921E-1,-5.511001E0,3.40818E-1,1.939848E-1,3.40818E-1
http://example.org/virtualhome2kg/instance/shape_state1_plate202_relax_on_bed_scene1,-7.722001E0,2.518921E-1,-5.137E0,1.780378E-1,1.178441E-2,1.780378E-1
http://example.org/virtualhome2kg/instance/shape_state1_wineglass200_relax_on_bed_scene1,-7.023126E0,3.407053E-1,-5.904057E0,8.954636E-2,1.902101E-1,8.954637E-2
http://example.org/virtualhome2kg/instance/shape_state1_wineglass201_relax_on_bed_scene1,-7.217309E0,3.407053E-1,-5.763011E0,8.954636E-2,1.902101E-1,8.954637E-2
http://example.org/virtualhome2kg/instance/shape_state2_character1_relax_on_bed_scene1,-9.097518E0,5.714604E-1,-5.107368E0,1.294527E0,1.885397E0,1.349084E0
http://example.org/virtualhome2kg/instance/shape_state2_nightstand109_relax_on_bed_scene1,-1.0891E1,2.65E-1,-4.058001E0,7.479998E-1,4.84E-1,7.480001E-1
http://example.org/virtualhome2kg/instance/shape_state2_pillow189_relax_on_bed_scene1,-1.080915E1,5.643889E-1,-5.038599E0,7.522613E-1,2.025436E-1,8.569639E-1
http://example.org/virtualhome2kg/instance/shape_state2_pillow190_relax_on_bed_scene1,-1.079448E1,5.68114E-1,-5.885573E0,7.737437E-1,2.025436E-1,8.741703E-1
http://example.org/virtualhome2kg/instance/shape_state2_slippers203_relax_on_bed_scene1,-9.960985E0,5.761622E-2,-6.732131E0,3.287678E-1,6.463289E-2,3.653688E-1
